,NAME,YEAR,TIME,GENRE,RATING,VOTES,GROSS_COLLECTION
548,Pineapple Express,(2008),111 min,"
Action, Comedy, Crime            ","

6.9
","338,534",$87.34M
549,Crank,(2006),88 min,"
Action, Crime, Thriller            ","

6.9
","249,255",$27.83M
550,Alan Partridge: Alpha Papa,(2013),90 min,"
Action, Comedy, Crime            ","

6.9
","31,795",$0.15M
551,28 Weeks Later,(2007),100 min,"
Action, Adventure, Horror            ","

6.9
","275,493",$28.64M
552,Captain America: The First Avenger,(2011),124 min,"
Action, Adventure, Sci-Fi            ","

6.9
","835,306",$176.65M
553,The Guardian,(I) (2006),139 min,"
Action, Adventure, Drama            ","

6.9
","93,311",$55.01M
554,San ging chaat goo si,(2004),123 min,"
Action, Crime, Thriller            ","

6.9
","27,176",$na
555,Jurassic World,(2015),124 min,"
Action, Adventure, Sci-Fi            ","

6.9
","638,208",$652.27M
556,National Treasure,(2004),131 min,"
Action, Adventure, Mystery            ","

6.9
","330,993",$173.01M
557,Mission: Impossible III,(2006),126 min,"
Action, Adventure, Thriller            ","

6.9
","355,506",$134.03M
558,The Last Castle,(2001),131 min,"
Action, Drama, Thriller            ","

6.9
","80,386",$18.21M
559,Atlantis: The Lost Empire,(2001),95 min,"
Animation, Action, Adventure            ","

6.9
","119,356",$84.05M
560,A Knight's Tale,(2001),132 min,"
Action, Adventure, Romance            ","

6.9
","186,353",$56.57M
561,Taxi,(I) (1998),86 min,"
Action, Comedy, Crime            ","

6.9
","83,580",$0.27M
562,The Edge,(1997),117 min,"
Action, Adventure, Drama            ","

6.9
","73,860",$27.78M
563,Con Air,(1997),115 min,"
Action, Crime, Thriller            ","

6.9
","298,687",$101.12M
564,The Mask,(1994),101 min,"
Action, Comedy, Crime            ","

6.9
","382,923",$119.94M
565,Clear and Present Danger,(1994),141 min,"
Action, Crime, Drama            ","

6.9
","99,527",$122.19M
566,Robin Hood: Prince of Thieves,(1991),143 min,"
Action, Adventure, Drama            ","

6.9
","193,394",$165.50M
567,Memphis Belle,(1990),107 min,"
Action, Drama, War            ","

6.9
","28,685",$27.44M
568,The Monster Squad,(1987),79 min,"
Action, Comedy, Fantasy            ","

6.9
","32,495",$3.77M
569,Top Gun,(1986),110 min,"
Action, Drama            ","

6.9
","418,183",$179.80M
570,Romancing the Stone,(1984),106 min,"
Action, Adventure, Comedy            ","

6.9
","94,059",$76.57M
571,48 Hrs.,(1982),96 min,"
Action, Comedy, Crime            ","

6.9
","78,111",$78.87M
572,Conan the Barbarian,(1982),129 min,"
Action, Adventure, Fantasy            ","

6.9
","149,332",$39.57M
573,Clash of the Titans,(1981),118 min,"
Action, Adventure, Family            ","

6.9
","44,606",$41.09M
574,Smokey and the Bandit,(1977),96 min,"
Action, Adventure, Comedy            ","

6.9
","50,817",$126.74M
575,Death Wish,(1974),93 min,"
Action, Crime, Drama            ","

6.9
","39,528",$22.00M
576,Westworld,(1973),88 min,"
Action, Sci-Fi, Thriller            ","

6.9
","58,554",$16.06M
577,Tang shan da xiong,(1971),100 min,"
Action, Crime, Drama            ","

6.9
","27,210",$0.04M
578,Thunderball,(1965),130 min,"
Action, Adventure, Thriller            ","

6.9
","118,309",$63.60M
579,Ready or Not,(I) (2019),95 min,"
Action, Comedy, Horror            ","

6.8
","147,256",$28.71M
580,Boss Level,(2020),100 min,"
Action, Adventure, Comedy            ","

6.8
","66,140",$na
581,News of the World,(2020),118 min,"
Action, Adventure, Drama            ","

6.8
","86,123",$na
582,Spies in Disguise,(2019),102 min,"
Animation, Action, Adventure            ","

6.8
","48,580",$66.76M
583,Shin Gojira,(2016),120 min,"
Action, Drama, Horror            ","

6.8
","27,937",$1.92M
584,Captain Marvel,(2019),123 min,"
Action, Adventure, Sci-Fi            ","

6.8
","550,206",$426.83M
585,The Outpost,(2019),123 min,"
Action, Drama, History            ","

6.8
","34,144",$na
586,The Magnificent Seven,(2016),132 min,"
Action, Adventure, Western            ","

6.8
","211,339",$93.43M
587,Spectre,(I) (2015),148 min,"
Action, Adventure, Thriller            ","

6.8
","437,641",$200.07M
588,Thor: The Dark World,(2013),112 min,"
Action, Adventure, Fantasy            ","

6.8
","674,931",$206.36M
589,Chappie,(2015),120 min,"
Action, Crime, Drama            ","

6.8
","250,717",$31.57M
590,The Maze Runner,(2014),113 min,"
Action, Mystery, Sci-Fi            ","

6.8
","462,363",$102.43M
591,Tres metros sobre el cielo,(2010),118 min,"
Action, Drama, Romance            ","

6.8
","26,440",$na
592,The Grey,(2011),117 min,"
Action, Adventure, Drama            ","

6.8
","252,494",$51.58M
593,What Happened to Monday,(2017),123 min,"
Action, Crime, Fantasy            ","

6.8
","122,605",$na
594,Aquaman,(2018),143 min,"
Action, Adventure, Fantasy            ","

6.8
","465,915",$335.06M
595,Men in Black 3,(2012),106 min,"
Action, Adventure, Comedy            ","

6.8
","361,447",$179.02M
596,Unknown,(I) (2011),113 min,"
Action, Mystery, Thriller            ","

6.8
","261,414",$63.69M
597,Antim: The Final Truth,(2021),138 min,"
Action, Crime, Drama            ","

6.8
","40,711",$na
598,Tron,(2010),125 min,"
Action, Adventure, Sci-Fi            ","

6.8
","335,679",$172.06M
599,The Book of Eli,(2010),118 min,"
Action, Adventure, Drama            ","

6.8
","317,040",$94.84M
600,Hanna,(2011),111 min,"
Action, Adventure, Drama            ","

6.8
","199,037",$40.26M
601,Green Zone,(2010),115 min,"
Action, Drama, Thriller            ","

6.8
","137,393",$35.05M
602,We Own the Night,(2007),117 min,"
Action, Crime, Drama            ","

6.8
","89,190",$28.56M
603,Unstoppable,(2010),98 min,"
Action, Thriller            ","

6.8
","197,354",$81.56M
604,Harsh Times,(2005),116 min,"
Action, Crime, Drama            ","

6.8
","66,025",$3.34M
605,Four Brothers,(2005),109 min,"
Action, Crime, Drama            ","

6.8
","146,741",$74.49M
606,Street Kings,(2008),109 min,"
Action, Crime, Thriller            ","

6.8
","114,022",$26.42M
607,The Island,(2005),136 min,"
Action, Sci-Fi, Thriller            ","

6.8
","315,916",$35.82M
608,Tristan + Isolde,(2006),125 min,"
Action, Drama, Romance            ","

6.8
","52,665",$14.73M
609,The Transporter,(2002),92 min,"
Action, Crime, Thriller            ","

6.8
","302,861",$25.30M
610,Dog Soldiers,(2002),105 min,"
Action, Horror, Thriller            ","

6.8
","60,448",$na
611,The Fast and the Furious,(2001),106 min,"
Action, Adventure, Crime            ","

6.8
","383,331",$144.53M
612,The Score,(2001),124 min,"
Action, Crime, Drama            ","

6.8
","128,106",$71.07M
613,Hellboy,(2004),122 min,"
Action, Adventure, Fantasy            ","

6.8
","327,677",$59.62M
614,Ngo si seoi,(1998),120 min,"
Action, Adventure, Comedy            ","

6.8
","40,159",$na
615,The Mask of Zorro,(1998),136 min,"
Action, Adventure, Comedy            ","

6.8
","183,922",$94.10M
616,The Long Kiss Goodnight,(1996),121 min,"
Action, Crime, Drama            ","

6.8
","79,927",$33.33M
617,Bad Boys,(1995),119 min,"
Action, Comedy, Crime            ","

6.8
","263,893",$65.81M
618,Patriot Games,(1992),117 min,"
Action, Thriller            ","

6.8
","112,287",$83.29M
619,El mariachi,(1992),81 min,"
Action, Crime, Thriller            ","

6.8
","67,382",$2.04M
620,Young Guns,(1988),107 min,"
Action, Western            ","

6.8
","61,952",$45.66M
621,Innerspace,(1987),120 min,"
Action, Adventure, Comedy            ","

6.8
","60,129",$25.89M
622,Bloodsport,(1988),92 min,"
Action, Biography, Drama            ","

6.8
","85,312",$11.81M
623,Enemy Mine,(1985),108 min,"
Action, Adventure, Drama            ","

6.8
","48,095",$4.27M
624,Repo Man,(1984),92 min,"
Action, Comedy, Crime            ","

6.8
","37,730",$3.57M
625,Superman II,(1980),127 min,"
Action, Adventure, Sci-Fi            ","

6.8
","107,470",$108.19M
626,Mad Max,(1979),88 min,"
Action, Adventure, Sci-Fi            ","

6.8
","206,914",$8.75M
627,On Her Majesty's Secret Service,(1969),142 min,"
Action, Adventure, Thriller            ","

6.8
","91,992",$22.80M
628,You Only Live Twice,(1967),117 min,"
Action, Adventure, Thriller            ","

6.8
","109,496",$43.08M
629,Extraction,(2020),116 min,"
Action, Thriller            ","

6.7
","199,418",$na
630,Jumanji: The Next Level,(2019),123 min,"
Action, Adventure, Comedy            ","

6.7
","245,790",$316.83M
631,Midway,(2019),138 min,"
Action, Drama, History            ","

6.7
","84,895",$56.85M
632,Bumblebee,(I) (2018),114 min,"
Action, Adventure, Sci-Fi            ","

6.7
","163,804",$127.20M
633,Kingsman: The Golden Circle,(2017),141 min,"
Action, Adventure, Comedy            ","

6.7
","324,282",$100.23M
634,The Equalizer 2,(2018),121 min,"
Action, Crime, Thriller            ","

6.7
","158,223",$102.08M
635,Jungle,(I) (2017),115 min,"
Action, Adventure, Biography            ","

6.7
","56,892",$na
636,Turbo Kid,(2015),93 min,"
Action, Adventure, Comedy            ","

6.7
","28,248",$0.05M
637,Black Widow,(2021),134 min,"
Action, Adventure, Sci-Fi            ","

6.7
","367,154",$183.65M
638,Hardcore Henry,(2015),96 min,"
Action, Adventure, Sci-Fi            ","

6.7
","95,543",$9.25M
639,The Guest,(I) (2014),100 min,"
Action, Mystery, Thriller            ","

6.7
","100,684",$0.32M
640,Pete's Dragon,(2016),102 min,"
Action, Adventure, Comedy            ","

6.7
","58,491",$76.23M
641,The Salvation,(2014),92 min,"
Action, Drama, Thriller            ","

6.7
","39,621",$0.01M
642,The Adam Project,(2022),106 min,"
Action, Adventure, Comedy            ","

6.7
","191,524",$na
643,Atomic Blonde,(2017),115 min,"
Action, Thriller            ","

6.7
","192,989",$51.69M
644,The Finest Hours,(2016),117 min,"
Action, Drama, History            ","

6.7
","66,865",$27.57M
645,King Arthur: Legend of the Sword,(2017),126 min,"
Action, Adventure, Drama            ","

6.7
","215,928",$39.18M
646,No Escape,(I) (2015),103 min,"
Action, Thriller            ","

6.7
","85,955",$27.29M
647,In Time,(2011),109 min,"
Action, Sci-Fi, Thriller            ","

6.7
","408,985",$37.52M
648,Safe House,(2012),115 min,"
Action, Thriller            ","

6.7
","222,892",$126.37M
649,Machine Gun Preacher,(2011),129 min,"
Action, Biography, Crime            ","

6.7
","66,286",$0.54M
650,Zombieland: Double Tap,(2019),99 min,"
Action, Comedy, Horror            ","

6.7
","177,418",$73.12M
651,Super,(I) (2010),96 min,"
Action, Comedy, Crime            ","

6.7
","80,284",$0.32M
652,The Wolverine,(2013),126 min,"
Action, Sci-Fi            ","

6.7
","463,842",$132.56M
653,Gangster Squad,(2013),113 min,"
Action, Crime, Drama            ","

6.7
","215,567",$46.00M
654,2 Guns,(2013),109 min,"
Action, Thriller            ","

6.7
","211,307",$75.61M
655,Wild Target,(2010),98 min,"
Action, Comedy, Crime            ","

6.7
","38,405",$0.12M
656,Escape Plan,(2013),115 min,"
Action, Thriller            ","

6.7
","242,437",$25.13M
657,Brooklyn's Finest,(2009),132 min,"
Action, Crime, Drama            ","

6.7
","63,979",$27.15M
658,Out of the Furnace,(2013),116 min,"
Action, Crime, Drama            ","

6.7
","116,091",$11.33M
659,Pandorum,(2009),108 min,"
Action, Horror, Mystery            ","

6.7
","151,471",$10.33M
660,Thor: Love and Thunder,(2022),118 min,"
Action, Adventure, Comedy            ","

6.7
","178,877",$na
661,Om Shanti Om,(2007),162 min,"
Action, Comedy, Drama            ","

6.7
","43,568",$3.60M
662,The Brothers Bloom,(2008),114 min,"
Action, Adventure, Comedy            ","

6.7
","50,806",$3.52M
663,Angels & Demons,(2009),138 min,"
Action, Mystery, Thriller            ","

6.7
","292,333",$133.38M
664,Death Sentence,(2007),105 min,"
Action, Adventure, Crime            ","

6.7
","72,002",$9.53M
665,Warcraft,(2016),123 min,"
Action, Adventure, Fantasy            ","

6.7
","262,919",$47.37M
666,Appaloosa,(2008),115 min,"
Action, Crime, Drama            ","

6.7
","61,533",$20.21M
667,Wanted,(2008),110 min,"
Action, Crime, Thriller            ","

6.7
","387,617",$134.51M
668,The Brave One,(2007),122 min,"
Action, Crime, Drama            ","

6.7
","61,151",$36.79M
669,The A-Team,(2010),117 min,"
Action, Adventure, Thriller            ","

6.7
","258,686",$77.22M
670,Underworld: Evolution,(2006),106 min,"
Action, Fantasy, Thriller            ","

6.7
","200,056",$62.32M
671,Blood and Bone,(2009),93 min,"
Action, Crime, Drama            ","

6.7
","33,749",$na
672,Hidalgo,(2004),136 min,"
Action, Adventure, Biography            ","

6.7
","82,249",$67.29M
673,The Matrix Revolutions,(2003),129 min,"
Action, Sci-Fi            ","

6.7
","509,954",$139.31M
674,Blade II,(2002),117 min,"
Action, Horror, Sci-Fi            ","

6.7
","217,668",$82.35M
675,Armageddon,(1998),151 min,"
Action, Adventure, Sci-Fi            ","

6.7
","423,971",$201.57M
676,Nothing to Lose,(1997),98 min,"
Action, Adventure, Comedy            ","

6.7
","46,787",$44.46M
677,Conspiracy Theory,(1997),135 min,"
Action, Mystery, Thriller            ","

6.7
","100,836",$75.98M
678,Absolute Power,(1997),121 min,"
Action, Crime, Drama            ","

6.7
","55,449",$50.01M
679,Ransom,(1996),121 min,"
Action, Crime, Thriller            ","

6.7
","128,393",$136.49M
680,Hung fan kui,(1995),104 min,"
Action, Comedy, Crime            ","

6.7
","42,526",$32.39M
681,Wyatt Earp,(1994),191 min,"
Action, Adventure, Biography            ","

6.7
","51,207",$25.05M
682,Demolition Man,(1993),115 min,"
Action, Sci-Fi, Thriller            ","

6.7
","175,776",$58.06M
683,Lethal Weapon 3,(1992),118 min,"
Action, Crime, Thriller            ","

6.7
","168,328",$144.73M
684,Hot Shots!,(1991),84 min,"
Action, Comedy            ","

6.7
","108,409",$69.47M
685,Backdraft,(1991),137 min,"
Action, Drama, Mystery            ","

6.7
","80,431",$77.87M
686,Teenage Mutant Ninja Turtles,(1990),93 min,"
Action, Adventure, Comedy            ","

6.7
","94,257",$135.27M
687,Colors,(1988),120 min,"
Action, Crime, Drama            ","

6.7
","27,023",$46.62M
688,Stakeout,(1987),117 min,"
Action, Comedy, Crime            ","

6.7
","26,578",$65.67M
689,The Living Daylights,(1987),130 min,"
Action, Adventure, Thriller            ","

6.7
","98,742",$51.19M
690,Hamburger Hill,(1987),110 min,"
Action, Drama, Thriller            ","

6.7
","25,903",$13.84M
691,Commando,(1985),90 min,"
Action, Adventure, Thriller            ","

6.7
","160,753",$35.10M
692,The Last Starfighter,(1984),101 min,"
Action, Adventure, Sci-Fi            ","

6.7
","42,655",$28.73M
693,TRON,(1982),96 min,"
Action, Adventure, Sci-Fi            ","

6.7
","121,631",$33.00M
694,For Your Eyes Only,(1981),127 min,"
Action, Adventure, Thriller            ","

6.7
","101,491",$62.30M
695,Logan's Run,(1976),119 min,"
Action, Adventure, Sci-Fi            ","

6.7
","56,804",$25.00M
696,The Enforcer,(1976),96 min,"
Action, Crime, Thriller            ","

6.7
","45,745",$46.20M
697,The Man with the Golden Gun,(1974),125 min,"
Action, Adventure, Thriller            ","

6.7
","105,625",$20.97M
698,Live and Let Die,(1973),121 min,"
Action, Adventure, Thriller            ","

6.7
","107,721",$35.38M
699,Enola Holmes,(2020),123 min,"
Action, Adventure, Crime            ","

6.6
","168,944",$na
700,Marighella,(2019),155 min,"
Action, Drama, History            ","

6.6
","55,064",$na
701,The Old Guard,(2020),125 min,"
Action, Thriller            ","

6.6
","162,304",$na
702,Anna,(II) (2019),118 min,"
Action, Thriller            ","

6.6
","80,529",$7.74M
703,The Art of Self-Defense,(2019),104 min,"
Action, Comedy, Crime            ","

6.6
","37,477",$2.41M
704,Adrift,(I) (2018),96 min,"
Action, Adventure, Biography            ","

6.6
","56,736",$31.45M
705,The Aeronauts,(2019),100 min,"
Action, Adventure, Drama            ","

6.6
","33,332",$na
706,Harriet,(I) (2019),125 min,"
Action, Biography, Drama            ","

6.6
","26,734",$na
707,The Fate of the Furious,(2017),136 min,"
Action, Crime, Thriller            ","

6.6
","230,688",$226.01M
708,The Girl with All the Gifts,(2016),111 min,"
Action, Adventure, Drama            ","

6.6
","59,867",$na
709,Overlord,(2018),110 min,"
Action, Horror, Sci-Fi            ","

6.6
","98,923",$21.70M
710,Alpha,(II) (2018),96 min,"
Action, Adventure, Drama            ","

6.6
","62,440",$35.85M
711,Jason Bourne,(I) (2016),123 min,"
Action, Thriller            ","

6.6
","226,689",$162.43M
712,Kong: Skull Island,(2017),118 min,"
Action, Adventure, Fantasy            ","

6.6
","316,779",$168.05M
713,Bølgen,(2015),105 min,"
Action, Drama, Thriller            ","

6.6
","38,405",$0.18M
714,The Lego Movie 2: The Second Part,(2019),107 min,"
Animation, Action, Adventure            ","

6.6
","66,240",$105.81M
715,Raees,(2017),143 min,"
Action, Crime, Drama            ","

6.6
","44,632",$3.26M
716,Red Sparrow,(2018),140 min,"
Action, Drama, Thriller            ","

6.6
","185,315",$46.87M
717,The Heat,(I) (2013),117 min,"
Action, Comedy, Crime            ","

6.6
","172,467",$159.58M
718,Run All Night,(2015),114 min,"
Action, Crime, Mystery            ","

6.6
","109,430",$26.46M
719,The Hunger Games: Mockingjay - Part 1,(2014),123 min,"
Action, Adventure, Sci-Fi            ","

6.6
","451,771",$337.14M
720,The Amazing Spider-Man 2,(2014),142 min,"
Action, Adventure, Sci-Fi            ","

6.6
","493,332",$202.85M
721,Hunter Killer,(2018),121 min,"
Action, Thriller            ","

6.6
","63,236",$15.77M
722,Divergent,(2014),139 min,"
Action, Adventure, Mystery            ","

6.6
","457,560",$150.95M
723,RED 2,(2013),116 min,"
Action, Comedy, Crime            ","

6.6
","171,135",$53.26M
724,The Expendables 2,(2012),103 min,"
Action, Adventure, Thriller            ","

6.6
","306,796",$85.02M
725,Ender's Game,(2013),114 min,"
Action, Adventure, Sci-Fi            ","

6.6
","240,123",$61.74M
726,Man on a Ledge,(2012),102 min,"
Action, Crime, Thriller            ","

6.6
","152,227",$18.62M
727,Elysium,(I) (2013),109 min,"
Action, Drama, Sci-Fi            ","

6.6
","445,364",$93.05M
728,Attack the Block,(2011),88 min,"
Action, Adventure, Comedy            ","

6.6
","106,952",$1.02M
729,The Other Guys,(2010),107 min,"
Action, Comedy, Crime            ","

6.6
","267,448",$119.22M
730,Pirates of the Caribbean: On Stranger Tides,(2011),137 min,"
Action, Adventure, Fantasy            ","

6.6
","524,026",$241.06M
731,Venom,(2018),112 min,"
Action, Adventure, Sci-Fi            ","

6.6
","477,147",$213.52M
732,The Bourne Legacy,(2012),135 min,"
Action, Adventure, Thriller            ","

6.6
","301,788",$113.20M
733,L'immortel,(2010),117 min,"
Action, Crime, Drama            ","

6.6
","34,939",$na
734,Eagle Eye,(2008),118 min,"
Action, Mystery, Thriller            ","

6.6
","187,063",$101.11M
735,Machete,(2010),105 min,"
Action, Crime, Thriller            ","

6.6
","197,583",$26.59M
736,Robin Hood,(2010),140 min,"
Action, Adventure, Drama            ","

6.6
","268,390",$105.27M
737,Jungle Cruise,(2021),127 min,"
Action, Adventure, Comedy            ","

6.6
","183,965",$116.99M
738,Epic,(2013),102 min,"
Animation, Action, Adventure            ","

6.6
","105,450",$107.52M
739,Quantum of Solace,(2008),106 min,"
Action, Adventure, Thriller            ","

6.6
","446,578",$168.37M
740,The Incredible Hulk,(2008),112 min,"
Action, Adventure, Sci-Fi            ","

6.6
","487,583",$134.52M
741,Seraphim Falls,(2006),115 min,"
Action, Drama, Thriller            ","

6.6
","32,010",$0.42M
742,Smokin' Aces,(2006),109 min,"
Action, Comedy, Crime            ","

6.6
","145,754",$35.66M
743,Prince of Persia: The Sands of Time,(2010),116 min,"
Action, Adventure, Fantasy            ","

6.6
","289,142",$90.76M
744,Shoot 'Em Up,(2007),86 min,"
Action, Comedy, Thriller            ","

6.6
","150,570",$12.81M
745,16 Blocks,(2006),102 min,"
Action, Drama, Thriller            ","

6.6
","130,979",$36.90M
746,Vantage Point,(2008),90 min,"
Action, Crime, Drama            ","

6.6
","150,457",$72.27M
747,Flushed Away,(2006),85 min,"
Animation, Action, Adventure            ","

6.6
","125,870",$64.67M
748,John Carter,(2012),132 min,"
Action, Adventure, Sci-Fi            ","

6.6
","272,186",$73.08M
749,30 Days of Night,(2007),113 min,"
Action, Adventure, Horror            ","

6.6
","176,555",$39.57M
750,X-Men: The Last Stand,(2006),104 min,"
Action, Adventure, Sci-Fi            ","

6.6
","514,395",$234.36M
751,The Rundown,(2003),104 min,"
Action, Adventure, Comedy            ","

6.6
","107,523",$47.73M
752,Tears of the Sun,(2003),121 min,"
Action, Drama, Thriller            ","

6.6
","122,478",$43.73M
753,The Chronicles of Riddick,(2004),119 min,"
Action, Adventure, Sci-Fi            ","

6.6
","228,243",$57.76M
754,The Recruit,(2003),115 min,"
Action, Thriller            ","

6.6
","136,366",$52.80M
755,Wasabi,(2001),94 min,"
Action, Drama, Comedy            ","

6.6
","40,312",$0.08M
756,Kiss of the Dragon,(2001),98 min,"
Action, Crime, Thriller            ","

6.6
","63,921",$36.85M
757,Rush Hour 2,(2001),90 min,"
Action, Comedy, Crime            ","

6.6
","218,776",$226.16M
758,Joy Ride,(2001),97 min,"
Action, Mystery, Thriller            ","

6.6
","69,808",$21.97M
759,The Way of the Gun,(2000),119 min,"
Action, Crime, Drama            ","

6.6
","33,675",$6.06M
760,Shanghai Noon,(2000),110 min,"
Action, Adventure, Comedy            ","

6.6
","127,480",$56.94M
761,Bad Boys II,(2003),147 min,"
Action, Comedy, Crime            ","

6.6
","249,975",$138.61M
762,Austin Powers: The Spy Who Shagged Me,(1999),95 min,"
Action, Adventure, Comedy            ","

6.6
","232,889",$206.04M
763,U-571,(2000),116 min,"
Action, War            ","

6.6
","82,567",$77.09M
764,Lethal Weapon 4,(1998),127 min,"
Action, Crime, Thriller            ","

6.6
","163,220",$130.44M
765,Star Wars: Episode II - Attack of the Clones,(2002),142 min,"
Action, Adventure, Fantasy            ","

6.6
","703,813",$310.68M
766,Titan A.E.,(2000),94 min,"
Animation, Action, Adventure            ","

6.6
","61,399",$22.75M
767,Resident Evil,(2002),100 min,"
Action, Horror, Sci-Fi            ","

6.6
","270,453",$40.12M
768,The 13th Warrior,(1999),102 min,"
Action, Adventure, History            ","

6.6
","124,754",$32.70M
769,Courage Under Fire,(1996),116 min,"
Action, Drama, Mystery            ","

6.6
","55,243",$59.03M
770,Outbreak,(1995),127 min,"
Action, Drama, Thriller            ","

6.6
","129,726",$67.82M
771,Star Trek: Generations,(1994),118 min,"
Action, Adventure, Mystery            ","

6.6
","82,112",$75.67M
772,Hot Shots! Part Deux,(1993),86 min,"
Action, Comedy            ","

6.6
","91,203",$38.91M
773,New Jack City,(1991),97 min,"
Action, Crime, Drama            ","

6.6
","35,502",$47.62M
774,Road House,(1989),114 min,"
Action, Thriller            ","

6.6
","73,648",$30.05M
775,Licence to Kill,(1989),133 min,"
Action, Adventure, Thriller            ","

6.6
","104,791",$34.67M
776,Ghostbusters II,(1989),108 min,"
Action, Comedy, Fantasy            ","

6.6
","206,366",$112.49M
777,Black Rain,(1989),125 min,"
Action, Crime, Thriller            ","

6.6
","55,113",$46.21M
778,The Running Man,(1987),101 min,"
Action, Sci-Fi, Thriller            ","

6.6
","153,292",$38.12M
779,Crocodile Dundee,(1986),97 min,"
Action, Adventure, Comedy            ","

6.6
","105,269",$174.64M
780,Star Trek III: The Search for Spock,(1984),105 min,"
Action, Adventure, Sci-Fi            ","

6.6
","80,747",$76.47M
781,Sudden Impact,(1983),117 min,"
Action, Crime, Thriller            ","

6.6
","45,176",$67.64M
782,Outland,(1981),109 min,"
Action, Crime, Sci-Fi            ","

6.6
","30,105",$17.37M
783,Rollerball,(1975),125 min,"
Action, Sci-Fi, Sport            ","

6.6
","25,401",$30.00M
784,The Tomorrow War,(2021),138 min,"
Action, Adventure, Drama            ","

6.5
","201,951",$na
785,The Hunt,(II) (2020),90 min,"
Action, Horror, Thriller            ","

6.5
","112,040",$na
786,War,(2019),154 min,"
Action, Adventure, Thriller            ","

6.5
","25,046",$na
787,Mandy,(I) (2018),121 min,"
Action, Fantasy, Horror            ","

6.5
","78,273",$1.21M
788,Fast & Furious Presents: Hobbs & Shaw,(2019),137 min,"
Action, Adventure, Thriller            ","

6.5
","210,023",$173.96M
789,Pokémon: Detective Pikachu,(2019),104 min,"
Action, Adventure, Comedy            ","

6.5
","161,767",$144.11M
790,Sonic the Hedgehog,(2020),99 min,"
Action, Adventure, Comedy            ","

6.5
","137,215",$148.97M
791,Nerve,(I) (2016),96 min,"
Action, Adventure, Crime            ","

6.5
","129,880",$38.58M
792,Tag,(I) (2018),100 min,"
Action, Comedy            ","

6.5
","132,978",$54.55M
793,The Interview,(II) (2014),112 min,"
Action, Adventure, Comedy            ","

6.5
","329,959",$6.11M
794,Star Wars: Episode IX - The Rise of Skywalker,(2019),141 min,"
Action, Adventure, Fantasy            ","

6.5
","443,181",$515.20M
795,Homefront,(I) (2013),100 min,"
Action, Crime, Thriller            ","

6.5
","120,534",$20.16M
796,Olympus Has Fallen,(2013),119 min,"
Action, Thriller            ","

6.5
","275,477",$98.93M
797,Self/less,(2015),117 min,"
Action, Mystery, Sci-Fi            ","

6.5
","99,413",$12.28M
798,The Hunger Games: Mockingjay - Part 2,(2015),137 min,"
Action, Adventure, Sci-Fi            ","

6.5
","323,456",$281.72M
799,Pirates of the Caribbean: Dead Men Tell No Tales,(2017),129 min,"
Action, Adventure, Fantasy            ","

6.5
","307,995",$172.56M
800,Fetih 1453,(2012),162 min,"
Action, Drama, History            ","

6.5
","58,205",$0.07M
801,Safe,(I) (2012),94 min,"
Action, Crime, Thriller            ","

6.5
","110,879",$17.14M
802,Kick-Ass 2,(2013),103 min,"
Action, Comedy, Crime            ","

6.5
","271,868",$28.80M
803,The Gray Man,(2022),122 min,"
Action, Thriller            ","

6.5
","162,692",$na
804,Premium Rush,(2012),91 min,"
Action, Crime, Thriller            ","

6.5
","114,166",$20.28M
805,Bad Boys for Life,(2020),124 min,"
Action, Comedy, Crime            ","

6.5
","159,029",$206.31M
806,Yi dai zong shi,(2013),130 min,"
Action, Biography, Drama            ","

6.5
","34,490",$6.59M
807,12 Strong,(2018),130 min,"
Action, Drama, History            ","

6.5
","81,418",$45.50M
808,Seungriho,(2021),136 min,"
Action, Adventure, Drama            ","

6.5
","25,476",$na
809,Banlieue 13: Ultimatum,(2009),101 min,"
Action, Crime, Thriller            ","

6.5
","44,776",$0.04M
810,Sonic the Hedgehog 2,(2022),122 min,"
Action, Adventure, Comedy            ","

6.5
","58,930",$na
811,The Harder They Fall,(2021),139 min,"
Action, Drama, Western            ","

6.5
","61,373",$na
812,Never Back Down,(2008),113 min,"
Action, Drama, Sport            ","

6.5
","101,640",$24.85M
813,Fast & Furious,(2009),107 min,"
Action, Crime, Thriller            ","

6.5
","286,123",$155.06M
814,The International,(I) (2009),118 min,"
Action, Crime, Drama            ","

6.5
","95,725",$25.45M
815,The Forbidden Kingdom,(2008),104 min,"
Action, Adventure, Fantasy            ","

6.5
","105,915",$52.08M
816,Underworld: Rise of the Lycans,(2009),92 min,"
Action, Fantasy, Thriller            ","

6.5
","160,173",$45.80M
817,The Chronicles of Narnia: Prince Caspian,(2008),150 min,"
Action, Adventure, Family            ","

6.5
","210,024",$141.62M
818,The Mechanic,(2011),93 min,"
Action, Crime, Thriller            ","

6.5
","160,965",$29.12M
819,National Treasure: Book of Secrets,(2007),124 min,"
Action, Adventure, Mystery            ","

6.5
","236,759",$219.96M
820,X-Men Origins: Wolverine,(2009),107 min,"
Action, Sci-Fi            ","

6.5
","502,212",$179.88M
821,Sin City: A Dame to Kill For,(2014),102 min,"
Action, Crime, Thriller            ","

6.5
","161,878",$13.76M
822,Flyboys,(2006),140 min,"
Action, Drama, History            ","

6.5
","42,965",$13.08M
823,Dhoom:2,(2006),152 min,"
Action, Crime, Thriller            ","

6.5
","26,793",$2.64M
